,carat,cut,color,clarity,depth,table,x,y,z,clarity_,cut_,color_,price_predicted
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,5,4,4,3779.4284422793057
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,4,5,3,5666.149112720624
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,2,4,7,3651.9041516533584
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,5,4,1,20064.800863462333
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,5,5,2,6034.361433716993
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,7,2,6,1067.5980948750994
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,7,2,5,715.0741912267918
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,5,5,4,1821.8345988148144
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3,4,1,2021.3234826686587
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,2,4,7,549.2903025751651
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,5,4,2,8665.63662752678
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,2,3,3,3613.4319123587147
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,7,4,4,1355.7800906412244
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,7,5,3,765.2598244207244
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,5,5,6,2259.7379770176467
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,7,4,4,910.4057979940666
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,5,3,7,1820.8882176046206
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,1,1,1,13716.373628504505
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,4,5,7,2121.9358027970165
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,7,5,6,821.182814823917
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,5,5,6,1036.5442844261208
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,4,5,4,1636.6656598588606
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,2,3,7,10469.197469921235
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,3,5,7,605.9146075116731
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,5,3,1,8787.246569700845
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,6,3,4,775.0523983872592
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,4,2,3,503.8373779569412
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,3,4,4,2431.747637761365
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,2,4,5,4118.822787795661
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,7,5,5,778.780718228463
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,5,5,3,9229.30919720337
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,4,5,2,2341.7183688454475
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,3,5,7,1027.0108151320514
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,5,4,5,6255.722479480363
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,5,5,7,7976.55690013258
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,5,4,4,1716.1780670921764
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,4,5,4,5914.947312575629
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,6,5,7,951.5095384841036
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,2,3,5,8416.391255020044
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,2,5,3,668.3466760917655
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,5,3,5,3198.8015220079637
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,3,2,7,1362.3602344976662
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,4,3,7,6109.515215073679
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,4,2,3,12539.91299524993
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,7,5,5,1339.166515985954
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,5,3,4,671.9756821484234
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,3,3,6,1361.8427177694134
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,2,1,5,3659.094625974554
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,2,3,4,4041.3118897942413
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,6,4,6,12864.075608417112
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,3,5,6,1481.901858069217
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,2,4,3,4936.458007552391
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,5,5,5,3447.478003422676
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,7,3,5,1871.1846085808534
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,3,4,3,622.5636584313002
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3,4,7,2743.1386688333596
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,2,4,6,3489.6233885408183
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,7,4,4,814.4906893293305
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,2,3,4,13604.962211708897
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,2,2,5,3096.8923110560636
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,2,5,6,5929.982288076603
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,5,5,6,983.5115307782675
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,6,5,5,1076.3160923242078
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,3,5,5,518.7436003816129
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,4,4,5,823.1835371627067
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,2,4,1,1702.1485723313451
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,3,5,3,9443.827713360859
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,4,3,5,2234.8646808377916
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,3,4,3,2230.3076868193366
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,5,2,4,650.1669216468332
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,4,5,4,5600.777208088194
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,5,4,3,1015.4336498963276
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,4,5,4,6920.7256585716295
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,3,4,4,1346.3928747756095
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,3,2,3,3980.923666535366
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,3,3,6,1690.1122070555466
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,3,4,4,539.3825414007877
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,6,5,7,1180.9767006205802
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3,2,4,3533.900065120017
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,3,5,4,4800.0993086205735
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3,5,1,3388.6610406035707
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2,4,4,2381.302548576652
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,5,5,4,746.1759575009211
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,6,5,3,752.7625771461028
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,3,5,3,5112.571649087281
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,3,2,1,795.7229307203395
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4,5,1,3756.844504013864
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6,3,6,6990.682433829582
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,2,4,6,1575.8888277843744
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,2,3,3,1749.1144232792715
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,3,4,2,419.7467573792451
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,4,4,6,1003.3550335758633
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3,5,6,3883.9191994192156
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,6,5,2,2996.621089725353
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,3,5,1,3777.907629292358
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,2,5,7,807.0948021621361
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,3,3,6,893.6090599252906
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,4,1,6,298.7482353110022
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,4,4,6,654.1311690185908
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,2,5,1,3666.4593357698213
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,1,1,2,2194.6096236590984
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,5,3,6,2532.594144427901
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,6,5,3,4176.872792914279
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,1,1,4,2428.587176734431
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,4,5,6,708.3778500795331
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,2,4,7,1200.4268942896676
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,3,4,5,5021.998683489327
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,2,3,5,3923.6517290059055
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,3,5,7,605.1442324375329
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,4,5,6,836.8397120283287
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,4,5,3,2552.3973156439856
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,2,5,4,4479.21392040456
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,7,4,7,11594.295166161328
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,3,4,3,4742.14966565655
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,4,5,2,405.83025712636265
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,4,2,5,1427.9120657208045
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,3,4,7,5484.430512959539
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,3,1,7,918.127109515827
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,3,5,5,11161.181573039095
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,4,4,6,2049.28318265097
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,6,4,7,1399.41690590772
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,2,5,5,18848.730283529927
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,2,2,6,740.6390697970384
2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,3,3,4,1218.9998540269235
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,4,3,5,345.71686128152675
2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,3,3,5,5817.689778748653
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,2,5,6,6119.462189610424
2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,7,4,5,9453.305282533078
2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,2,5,4,3176.238321032519
2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,5,4,4,8553.416161546
2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,5,4,5,3197.9647617018786
2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,3,4,2,4341.855717020367
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,2,3,6,1161.4640127766609
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,3,4,6,533.3270461229195
2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,2,4,4,4701.305319965018
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,4,4,5,583.0529555611811
2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,3,4,7,958.872845262223
2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3,4,2,3113.9401893487507
2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,5,5,3,575.880937938733
2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2,4,5,2292.014209030491
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,4,3,1,653.9287430526413
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,3,4,6,1505.7916415566333
2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,6,5,7,2409.6006413952377
2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,2,3,3,2801.47454799798
2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,5,2,2,2327.8338053303773
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,4,3,3,622.8683649769418
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,4,5,5,2939.366966539836
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,4,3,4,5338.903283951268
2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,2,2,5,3771.7401552695874
2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,2,5,2,353.3067332681065
2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,5,4,4,8689.751230182183
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,3,3,6,2569.3599235255565
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,4,5,7,1979.9488850564387
2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,3,5,3,703.8449069753337
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,2,1,6,3044.1489008629023
2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,2,5,7,4529.166224191394
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,4,3,4,501.45905082400895
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,3,4,6,19213.2724154147
2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,2,4,5,6814.400654836379
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,4,4,5,3033.508176572112
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,4,4,3,537.883642077024
2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,2,1,1,4908.962213380963
2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,8,5,3,473.62589967516476
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4,5,6,3895.080601065518
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,4,4,5,3107.3457543934064
2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,5,3,7,5512.7413438879685
2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,6,4,5,1925.5665042401974
2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,6,5,4,640.3445550276513
2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,3,2,5,2235.204998909749
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,4,5,7,1778.755079262932
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,4,5,2,10190.575420366347
2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,2,3,3,7423.344266550353
2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,3,5,2,14441.186431732174
2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,7,3,4,7290.421798310323
2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,3,1,4,3887.140745917388
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,7,3,6,553.2173118445039
3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,5,5,3,1085.7782993979745
3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,7,3,4,8083.375621769437
3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,5,3,7,1247.6613879062427
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,4,4,5,5830.722166358031
3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,6,3,3,2284.1397875815546
3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,5,5,1,731.035433504231
3006,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,5,5,7,923.0005084673708
3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,2,5,6,773.0614289027988
3008,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,6,5,4,1226.4371301715585
3009,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,3,5,3,450.5699399354903
3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,5,5,6,742.2902737631903
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,4,3,6,1334.7279737686806
3012,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,8,5,4,1342.8785067733993
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,4,5,6,627.5176118381638
3014,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,2,5,5,4853.518654565517
3015,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,3,3,6,2628.7393606099477
3016,0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,2,5,4,3662.558941867863
3017,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,8,3,6,8334.940539802725
3018,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,2,4,7,866.4746886189797
3019,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,8,5,2,772.1650362548681
3020,0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,5,5,6,983.6698481875877
3021,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,3,5,3,12061.838472367823
3022,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,7,5,3,1005.6641912171975
3023,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,4,5,7,3317.280900414855
3024,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,3,3,2,1038.7761957457635
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,4,5,6,626.9123633492554
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,4,3,6,3014.876625025501
3027,0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,5,5,6,698.2991526565971
3028,0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,3,2,5,4339.075530876195
3029,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,2,5,2,5017.360718259632
3030,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,4,5,2,10439.719588660098
3031,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,5,4,4,5880.365072516559
3032,0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,6,5,7,1495.0239873154792
3033,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,3,1,4,2062.9997120380604
3034,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,5,5,7,2357.8983042891987
3035,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,3,2,6,1368.2038492912359
3036,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,3,3,2,1080.232098806862
3037,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,7,4,4,1178.4947033920548
3038,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,4,3,3,12893.318095234137
3039,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,6,3,6,728.3057663629531
3040,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,3,5,3,5018.209839095823
3041,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,2,5,5,15358.70813928426
3042,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,4,5,1,1193.2766013142705
3043,0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,2,1,5,2905.209771539319
3044,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,5,5,2,4067.8051351980275
3045,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6,4,5,6962.379995395264
3046,0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,4,3,3,1341.517929548598
3047,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,5,4,6,3374.7336232094
3048,0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,3,1,3,1900.5029652733158
3049,0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,3,5,2,511.1183914931744
3050,0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,8,5,4,883.6410926194501
3051,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,4,5,7,698.6517063901416
3052,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,3,4,6,963.7427705002854
3053,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,5,5,1,12912.17120296074
3054,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,4,3,2,3482.29139131293
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,4,5,6,6048.111278026186
3056,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,3,4,6,793.1342829343391
3057,1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,5,5,5,14243.218293182395
3058,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,4,5,4,6346.320302450996
3059,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,2,4,5,4344.353071328665
3060,0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,2,3,6,2710.307261526345
3061,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,5,2,5,571.2147159069826
3062,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,1,5,5,4233.491533239104
3063,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,4,3,1,13074.730967609481
3064,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,6,4,4,665.2330032925169
3065,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,4,1,3,4353.076811120397
3066,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,4,5,2,10923.573314395071
3067,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,2,3,7,5990.784861615955
3068,1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,5,4,3,6733.574773612662
3069,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,3,2,3,10810.071266101544
3070,0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,5,4,4,610.1623528966254
3071,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,2,2,1,5284.64015396226
3072,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,3,5,5,5103.090560569692
3073,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,5,4,4,649.2289611764407
3074,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,3,2,5,2354.2292432686977
3075,0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,5,3,3,4325.8446501827575
3076,0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,6,5,4,3445.3872785612953
3077,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,2,2,6,521.4382995749393
3078,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,3,2,6,858.2493093223555
3079,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,6,5,6,963.406940997474
3080,0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,3,3,3,457.0714505978724
3081,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,3,5,5,1357.8970939264022
3082,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,8,5,4,781.4006410682103
3083,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,3,5,3,7458.181392030102
3084,1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,8,2,5,7325.089635577358
3085,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,2,4,6,16759.873397318115
3086,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,4,5,7,922.8104698140991
3087,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,4,4,2,6646.612390540858
3088,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,3,3,4,4585.381009382653
3089,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,8,3,4,16243.507775547674
3090,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,3,5,3,1364.8669540464537
3091,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,4,5,3,5671.482627717487
3092,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,6,5,6,540.1810522385827
