,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_,cut_
16914,1.11,Ideal,G,VS1,61.5,58.0,7639,6.7,6.66,4.11,5,4,5
16915,1.36,Good,G,SI1,63.8,55.0,7639,6.97,6.94,4.44,3,4,2
16916,1.57,Ideal,J,SI1,62.0,56.0,7640,7.5,7.46,4.64,3,1,5
16917,1.06,Ideal,F,VS2,61.4,56.0,7641,6.56,6.61,4.04,4,5,5
16918,1.53,Good,E,SI2,57.1,56.0,7643,7.69,7.65,4.38,2,6,2
16919,1.02,Premium,D,VS2,62.5,58.0,7643,6.4,6.37,3.99,4,7,4
16920,1.0,Premium,G,VVS1,61.3,62.0,7644,6.37,6.35,3.9,7,4,4
16921,1.5,Premium,F,SI2,58.5,60.0,7644,7.52,7.48,4.39,2,5,4
16922,1.5,Premium,F,SI2,58.5,60.0,7644,7.52,7.48,4.39,2,5,4
16923,0.32,Ideal,H,VVS2,61.9,53.0,619,4.42,4.44,2.74,6,3,5
16924,0.33,Ideal,F,VS2,60.9,56.0,619,4.47,4.49,2.73,4,5,5
16925,0.29,Ideal,E,VS2,60.1,56.0,619,4.3,4.34,2.6,4,6,5
16926,0.29,Ideal,E,VS1,61.2,56.0,619,4.27,4.29,2.61,5,6,5
16927,0.29,Ideal,E,VS1,60.6,55.0,619,4.33,4.35,2.63,5,6,5
16928,0.4,Ideal,F,SI2,61.6,55.0,619,4.73,4.75,2.92,2,5,5
16929,0.32,Good,F,VVS2,62.5,61.0,619,4.32,4.38,2.72,6,5,2
16930,0.3,Ideal,E,VS2,63.8,56.0,619,4.28,4.2,2.71,4,6,5
16931,0.36,Very Good,D,SI1,62.8,57.0,619,4.51,4.54,2.84,3,7,3
16932,0.36,Ideal,D,SI1,60.6,56.0,619,4.58,4.63,2.79,3,7,5
16933,0.36,Good,D,SI1,63.2,56.0,619,4.52,4.56,2.87,3,7,2
16934,0.35,Very Good,I,VVS2,61.3,56.0,620,4.52,4.54,2.78,6,2,3
16935,0.27,Very Good,F,VVS2,60.1,58.0,620,4.17,4.22,2.52,6,5,3
16936,0.27,Very Good,E,VVS2,62.0,59.0,620,4.14,4.18,2.58,6,6,3
16937,0.27,Very Good,E,VVS2,60.9,58.0,620,4.14,4.17,2.53,6,6,3
16938,0.27,Very Good,D,VVS2,59.9,59.0,620,4.23,4.28,2.55,6,7,3
16939,0.27,Very Good,D,VVS2,61.6,59.0,620,4.15,4.16,2.56,6,7,3
16940,0.27,Very Good,E,VVS1,59.9,57.0,620,4.23,4.25,2.54,7,6,3
16941,0.27,Very Good,E,VVS1,61.5,58.0,620,4.16,4.23,2.58,7,6,3
16942,0.3,Very Good,G,VS1,62.9,55.0,620,4.25,4.27,2.68,5,4,3
16943,0.3,Very Good,G,VS1,61.7,57.0,620,4.28,4.32,2.65,5,4,3
16944,0.3,Very Good,G,VS1,60.3,57.0,620,4.33,4.35,2.62,5,4,3
16945,1.4,Very Good,I,SI1,61.3,59.0,7644,7.19,7.23,4.42,3,2,3
16946,1.17,Very Good,H,IF,59.3,59.0,7644,6.92,6.98,4.12,8,3,3
16947,1.0,Ideal,G,VVS1,62.3,56.0,7644,6.4,6.29,3.95,7,4,5
16948,1.75,Premium,I,SI1,60.8,58.0,7644,7.83,7.79,4.75,3,2,4
16949,1.05,Premium,G,VS1,61.1,59.0,7644,6.6,6.55,4.02,5,4,4
16950,1.5,Fair,F,SI2,65.4,58.0,7644,7.17,7.1,4.67,2,5,1
16951,1.2,Very Good,D,SI1,62.4,58.0,7646,6.75,6.78,4.23,3,7,3
16952,1.03,Ideal,G,VS1,61.3,56.0,7648,6.52,6.5,3.99,5,4,5
16953,1.7,Premium,J,SI2,63.0,60.0,7650,7.59,7.53,4.76,2,1,4
16954,1.19,Ideal,H,VVS2,61.6,56.0,7651,6.78,6.86,4.2,6,3,5
16955,1.51,Ideal,J,VS2,62.4,57.0,7651,7.35,7.3,4.57,4,1,5
16956,1.01,Very Good,D,VS2,62.7,57.0,7652,6.36,6.39,4.0,4,7,3
16957,1.68,Premium,J,SI2,59.2,57.0,7652,7.83,7.72,4.6,2,1,4
16958,1.04,Very Good,D,VS2,61.2,56.0,7653,6.53,6.58,4.02,4,7,3
16959,1.02,Ideal,F,VS1,61.0,56.0,7654,6.54,6.5,3.98,5,5,5
16960,1.58,Premium,J,SI1,59.8,58.0,7654,7.61,7.57,4.54,3,1,4
16961,1.34,Very Good,H,SI1,61.6,59.0,7655,7.04,7.09,4.35,3,3,3
16962,1.04,Ideal,G,VS1,60.7,55.0,7655,6.57,6.61,4.0,5,4,5
16963,1.55,Premium,I,VS2,61.3,58.0,7656,7.48,7.44,4.57,4,2,4
16964,1.02,Very Good,G,VVS1,63.0,58.0,7657,6.4,6.43,4.04,7,4,3
16965,1.1,Ideal,F,VS2,62.2,57.0,7658,6.62,6.59,4.11,4,5,5
16966,1.34,Ideal,H,SI1,62.4,54.0,7659,7.05,7.08,4.41,3,3,5
16967,1.24,Premium,G,VS1,62.0,59.0,7660,6.88,6.92,4.28,5,4,4
16968,1.24,Very Good,G,VS2,61.5,58.0,7660,6.89,6.94,4.25,4,4,3
16969,1.2,Premium,G,VS2,61.6,59.0,7661,6.85,6.81,4.21,4,4,4
16970,1.15,Very Good,D,VS2,61.4,57.0,7662,6.7,6.78,4.14,4,7,3
16971,1.7,Ideal,H,SI2,62.9,57.0,7664,7.59,7.55,4.76,2,3,5
16972,1.01,Good,E,VS1,63.6,57.0,7665,6.41,6.35,4.06,5,6,2
16973,1.01,Premium,G,VVS2,60.5,60.0,7665,6.58,6.51,3.96,6,4,4
16974,1.01,Premium,G,VVS2,63.0,61.0,7665,6.36,6.34,4.0,6,4,4
16975,1.01,Good,E,VS1,63.8,55.0,7665,6.41,6.32,4.06,5,6,2
16976,1.01,Very Good,G,VVS2,63.2,59.0,7665,6.38,6.34,4.02,6,4,3
16977,1.01,Ideal,E,VS1,62.7,55.0,7665,6.45,6.4,4.03,5,6,5
16978,1.21,Ideal,G,VS2,62.0,56.0,7666,6.77,6.87,4.23,4,4,5
16979,1.05,Very Good,E,VS1,59.8,59.0,7666,6.57,6.75,3.98,5,6,3
16980,1.2,Good,F,VS2,63.8,60.0,7666,6.6,6.65,4.23,4,5,2
16981,1.17,Premium,G,VS1,60.6,60.0,7666,6.81,6.79,4.12,5,4,4
16982,1.05,Very Good,G,VVS2,59.8,60.0,7667,6.54,6.61,3.93,6,4,3
16983,1.14,Ideal,G,VS2,61.4,56.0,7667,6.74,6.77,4.15,4,4,5
16984,1.07,Premium,E,VS2,59.3,56.0,7670,6.71,6.69,3.97,4,6,4
16985,1.0,Good,D,VS1,62.7,62.0,7672,6.21,6.23,3.9,5,7,2
16986,1.08,Ideal,E,SI1,61.5,55.0,7672,6.59,6.62,4.06,3,6,5
16987,1.7,Premium,H,SI2,62.1,56.0,7673,7.66,7.55,4.72,2,3,4
16988,1.22,Very Good,H,VS1,62.4,59.0,7673,6.91,6.85,4.29,5,3,3
16989,1.35,Premium,H,SI1,62.4,58.0,7673,7.03,6.95,4.36,3,3,4
16990,1.0,Very Good,E,VS1,63.0,58.0,7676,6.29,6.38,3.99,5,6,3
16991,1.32,Premium,G,SI1,60.6,58.0,7676,7.12,7.06,4.3,3,4,4
16992,1.53,Very Good,J,VS1,59.5,60.0,7677,7.55,7.65,4.52,5,1,3
16993,1.03,Very Good,E,VS1,62.8,55.0,7677,6.4,6.52,4.06,5,6,3
16994,1.03,Premium,E,VS1,61.4,58.0,7677,6.52,6.58,4.02,5,6,4
16995,1.03,Premium,E,VS1,59.6,59.0,7677,6.57,6.59,3.92,5,6,4
16996,1.02,Premium,F,VS1,62.8,58.0,7677,6.44,6.4,4.03,5,5,4
16997,1.02,Premium,F,VS1,62.7,55.0,7677,6.43,6.37,4.01,5,5,4
16998,1.36,Premium,E,SI2,61.1,58.0,7677,7.21,7.13,4.38,2,6,4
16999,1.02,Premium,F,VS1,60.8,59.0,7677,6.49,6.46,3.94,5,5,4
17000,1.53,Ideal,I,SI2,62.4,58.0,7678,7.31,7.37,4.58,2,2,5
17001,1.51,Ideal,H,SI1,61.9,57.0,7678,7.4,7.33,4.56,3,3,5
17002,1.04,Very Good,D,VS2,63.1,54.0,7679,6.44,6.53,4.09,4,7,3
17003,1.06,Premium,D,VS2,62.3,59.0,7679,6.52,6.48,4.05,4,7,4
17004,1.06,Premium,F,VS1,58.8,60.0,7679,6.76,6.68,3.95,5,5,4
17005,1.75,Ideal,H,I1,61.6,56.0,7680,7.73,7.75,4.77,1,3,5
17006,1.0,Very Good,G,IF,62.2,61.0,7682,6.38,6.41,3.98,8,4,3
17007,1.02,Very Good,F,VS1,63.6,60.0,7682,6.25,6.33,4.0,5,5,3
17008,1.32,Premium,F,SI1,59.7,60.0,7683,7.11,7.16,4.26,3,5,4
17009,1.08,Premium,D,VS2,61.2,60.0,7683,6.61,6.63,4.05,4,7,4
17010,1.53,Premium,F,SI2,60.9,60.0,7685,7.5,7.37,4.53,2,5,4
17011,1.12,Very Good,G,VS1,62.2,59.0,7687,6.58,6.61,4.1,5,4,3
17012,1.13,Ideal,G,VS1,61.0,58.0,7687,6.71,6.74,4.1,5,4,5
17013,1.23,Ideal,H,VS2,61.7,56.0,7687,6.92,6.88,4.26,4,3,5
17014,1.2,Ideal,G,VVS2,61.7,57.0,7688,6.84,6.79,4.2,6,4,5
17015,1.26,Ideal,H,VS1,61.4,56.0,7691,7.01,6.97,4.29,5,3,5
17016,1.0,Good,E,VVS2,64.1,57.0,7692,6.32,6.29,4.04,6,6,2
17017,1.51,Ideal,I,SI2,62.8,54.0,7693,7.28,7.34,4.59,2,2,5
17018,1.54,Very Good,J,VS2,62.7,60.0,7695,7.34,7.37,4.61,4,1,3
17019,1.61,Very Good,J,SI1,61.7,60.0,7695,7.45,7.5,4.61,3,1,3
17020,1.06,Very Good,G,VVS2,62.9,56.0,7695,6.56,6.6,4.14,6,4,3
17021,1.59,Premium,J,SI1,62.5,60.0,7695,7.42,7.46,4.65,3,1,4
17022,1.71,Ideal,J,SI2,60.8,57.0,7695,7.69,7.64,4.66,2,1,5
17023,1.51,Ideal,H,SI1,61.3,57.0,7695,7.41,7.34,4.52,3,3,5
17024,1.51,Good,F,SI2,64.2,61.0,7695,7.24,7.19,4.63,2,5,2
17025,1.51,Good,G,SI2,63.7,57.0,7695,7.28,7.21,4.62,2,4,2
17026,1.51,Premium,G,SI2,62.4,57.0,7695,7.35,7.29,4.57,2,4,4
17027,1.12,Fair,D,VS2,58.9,59.0,7696,6.84,6.77,4.01,4,7,1
17028,1.03,Ideal,D,VS2,62.0,54.8,7697,6.47,6.51,4.02,4,7,5
17029,1.24,Ideal,H,VS2,60.1,59.0,7701,6.99,7.03,4.21,4,3,5
17030,1.26,Ideal,H,SI1,62.0,56.0,7701,6.92,6.94,4.3,3,3,5
17031,1.24,Ideal,E,SI1,63.5,55.0,7701,6.86,6.82,4.35,3,6,5
17032,1.4,Very Good,I,VS2,59.2,60.0,7702,7.35,7.3,4.34,4,2,3
17033,1.52,Fair,D,SI2,56.3,61.0,7702,7.7,7.62,4.31,2,7,1
17034,1.61,Very Good,J,VS2,61.7,59.0,7703,7.46,7.51,4.62,4,1,3
17035,1.21,Very Good,E,SI1,62.2,60.0,7703,6.78,6.76,4.21,3,6,3
17036,1.06,Very Good,F,VS2,61.5,58.0,7706,6.53,6.57,4.03,4,5,3
17037,1.54,Premium,G,SI2,59.4,60.0,7707,7.49,7.52,4.46,2,4,4
17038,1.03,Ideal,G,VVS1,61.7,56.0,7708,6.45,6.56,4.0,7,4,5
17039,1.5,Very Good,H,SI1,63.4,57.0,7708,7.27,7.23,4.59,3,3,3
17040,1.0,Very Good,F,VS1,59.8,58.0,7710,6.49,6.53,3.89,5,5,3
17041,1.26,Ideal,G,SI1,61.9,56.0,7711,6.92,6.98,4.3,3,4,5
17042,0.9,Premium,D,VVS1,61.3,59.0,7711,6.18,6.12,3.77,7,7,4
17043,1.7,Very Good,J,SI1,59.1,61.0,7713,7.79,7.85,4.62,3,1,3
17044,1.3,Premium,H,VS1,61.5,58.0,7714,6.96,6.98,4.29,5,3,4
17045,1.5,Good,H,SI2,58.4,62.0,7714,7.44,7.49,4.36,2,3,2
17046,1.27,Very Good,H,VS2,62.6,57.0,7715,6.91,6.95,4.34,4,3,3
17047,1.5,Premium,I,SI2,62.8,57.0,7715,7.34,7.25,4.58,2,2,4
17048,1.23,Premium,D,SI1,62.5,58.0,7715,6.85,6.79,4.27,3,7,4
17049,1.01,Very Good,F,VVS2,62.5,63.0,7715,6.41,6.38,4.0,6,5,3
17050,1.12,Ideal,G,VS1,61.6,55.0,7716,6.69,6.72,4.13,5,4,5
17051,1.0,Very Good,D,VS2,63.6,56.0,7717,6.3,6.35,4.02,4,7,3
17052,1.03,Premium,D,VS2,62.9,59.0,7718,6.43,6.38,4.03,4,7,4
17053,1.53,Ideal,J,SI1,62.2,58.0,7721,7.35,7.37,4.58,3,1,5
17054,1.5,Good,D,SI2,61.1,64.0,7722,7.26,7.35,4.46,2,7,2
17055,1.5,Very Good,I,SI1,61.4,62.0,7722,7.26,7.33,4.48,3,2,3
17056,1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43,5,2,4
17057,1.51,Very Good,H,SI2,60.4,59.0,7723,7.27,7.3,4.4,2,3,3
17058,1.51,Good,H,SI2,63.1,60.0,7723,7.23,7.28,4.58,2,3,2
17059,1.02,Very Good,G,VVS2,62.5,59.0,7724,6.34,6.42,3.99,6,4,3
17060,1.0,Very Good,G,VVS1,57.8,59.0,7725,6.59,6.63,3.82,7,4,3
17061,1.03,Ideal,G,VS2,61.1,57.0,7726,6.51,6.54,3.99,4,4,5
17062,1.01,Ideal,E,VS1,61.5,57.0,7727,6.47,6.44,3.97,5,6,5
17063,1.5,Good,F,SI2,62.9,59.0,7727,7.19,7.32,4.56,2,5,2
17064,1.54,Premium,I,SI2,60.1,61.0,7727,7.46,7.41,4.47,2,2,4
17065,1.54,Premium,I,SI2,59.4,61.0,7727,7.56,7.49,4.47,2,2,4
17066,1.12,Ideal,F,VS2,61.9,55.0,7727,6.73,6.68,4.15,4,5,5
17067,1.2,Premium,G,VS2,62.1,61.0,7728,6.74,6.68,4.17,4,4,4
17068,1.5,Very Good,E,SI2,63.3,57.0,7728,7.28,7.23,4.59,2,6,3
17069,1.22,Premium,G,VS2,61.2,58.0,7729,6.81,6.91,4.2,4,4,4
17070,1.03,Premium,G,VVS2,60.4,59.0,7729,6.58,6.56,3.97,6,4,4
17071,1.52,Ideal,H,SI1,61.5,57.0,7729,7.39,7.31,4.52,3,3,5
17072,1.36,Premium,G,SI1,60.6,59.0,7729,7.21,7.17,4.36,3,4,4
17073,1.53,Very Good,J,SI1,61.7,58.0,7730,7.43,7.47,4.6,3,1,3
17074,1.7,Very Good,J,VS2,63.2,58.0,7730,7.56,7.5,4.76,4,1,3
17075,1.29,Premium,F,SI1,62.5,60.0,7730,6.97,6.91,4.34,3,5,4
17076,1.17,Premium,G,SI1,62.6,55.0,7731,6.75,6.7,4.21,3,4,4
17077,1.31,Premium,H,VS2,59.8,58.0,7732,7.19,7.09,4.27,4,3,4
17078,1.55,Premium,J,VS1,61.6,58.0,7733,7.39,7.42,4.56,5,1,4
17079,1.57,Ideal,J,SI1,62.3,57.0,7737,7.45,7.39,4.62,3,1,5
17080,1.51,Very Good,E,SI2,63.3,58.0,7737,7.19,7.16,4.54,2,6,3
17081,1.5,Good,F,SI2,62.4,55.0,7738,7.27,7.34,4.56,2,5,2
17082,1.02,Very Good,E,VS1,60.5,60.0,7738,6.49,6.54,3.94,5,6,3
17083,1.22,Ideal,H,VS1,60.4,57.0,7738,6.86,6.89,4.15,5,3,5
17084,1.41,Good,G,SI1,63.7,57.0,7738,7.13,7.03,4.51,3,4,2
17085,1.04,Ideal,G,VVS1,62.8,56.0,7738,6.49,6.45,4.06,7,4,5
17086,1.64,Very Good,J,SI1,62.6,59.0,7739,7.45,7.51,4.68,3,1,3
17087,1.02,Very Good,F,VS1,61.3,58.0,7740,6.46,6.52,3.98,5,5,3
17088,1.11,Ideal,F,VS2,61.6,57.0,7740,6.65,6.67,4.1,4,5,5
17089,1.52,Ideal,J,VS1,61.3,55.0,7740,7.42,7.39,4.54,5,1,5
17090,1.01,Premium,F,VVS1,62.5,58.0,7741,6.35,6.41,3.99,7,5,4
17091,1.02,Premium,G,VVS2,62.2,60.0,7741,6.43,6.39,3.99,6,4,4
17092,1.02,Premium,G,VVS2,62.6,59.0,7741,6.46,6.41,4.03,6,4,4
17093,1.2,Ideal,G,VS2,62.1,56.0,7741,6.84,6.78,4.23,4,4,5
17094,1.2,Very Good,G,VS2,63.3,58.0,7741,6.74,6.66,4.24,4,4,3
17095,1.0,Very Good,G,VS2,61.1,55.0,7743,6.44,6.5,3.95,4,4,3
17096,1.24,Ideal,H,VS1,61.6,56.0,7743,6.95,6.87,4.26,5,3,5
17097,1.0,Premium,E,VS1,60.4,59.0,7744,6.51,6.54,3.94,5,6,4
17098,1.01,Ideal,F,VS1,62.0,57.0,7745,6.42,6.46,3.99,5,5,5
17099,1.61,Premium,H,SI2,61.4,62.0,7745,7.54,7.48,4.62,2,3,4
17100,1.52,Fair,I,SI1,64.6,58.0,7746,7.24,7.21,4.68,3,2,1
17101,1.3,Very Good,H,VS1,61.9,56.0,7747,6.97,7.05,4.34,5,3,3
17102,0.9,Very Good,E,IF,63.9,55.0,7747,6.05,6.09,3.88,8,6,3
17103,1.07,Ideal,G,VS1,62.2,56.0,7748,6.53,6.56,4.07,5,4,5
17104,1.64,Very Good,J,SI2,62.0,59.0,7750,7.47,7.52,4.65,2,1,3
17105,1.14,Ideal,G,VS1,60.9,57.0,7750,6.7,6.82,4.12,5,4,5
17106,1.04,Very Good,E,VS1,63.0,55.0,7751,6.45,6.5,4.08,5,6,3
17107,1.31,Ideal,I,VS1,62.2,57.0,7751,7.0,7.03,4.36,5,2,5
17108,1.07,Premium,D,VS2,61.3,59.0,7751,6.61,6.53,4.03,4,7,4
17109,1.13,Premium,D,VS2,61.7,58.0,7751,6.7,6.65,4.12,4,7,4
17110,1.03,Ideal,F,VS1,59.0,55.0,7752,6.67,6.62,3.92,5,5,5
17111,1.61,Premium,H,SI1,62.8,58.0,7754,7.47,7.4,4.67,3,3,4
17112,1.57,Premium,I,VS2,62.2,58.0,7755,7.43,7.35,4.59,4,2,4
17113,1.13,Ideal,F,VS2,61.8,54.0,7756,6.72,6.73,4.15,4,5,5
17114,1.71,Premium,J,SI1,61.9,58.0,7757,7.62,7.56,4.7,3,1,4
17115,1.52,Premium,J,VS2,62.0,59.0,7758,7.28,7.31,4.52,4,1,4
17116,1.11,Ideal,G,VS1,62.6,57.0,7758,6.64,6.59,4.14,5,4,5
17117,1.52,Very Good,J,SI1,59.9,57.0,7759,7.45,7.47,4.47,3,1,3
17118,1.3,Premium,I,IF,61.8,58.0,7760,7.0,6.95,4.31,8,2,4
17119,1.12,Premium,F,VS1,61.8,59.0,7761,6.65,6.75,4.14,5,5,4
17120,1.2,Ideal,D,SI1,62.7,55.0,7761,6.71,6.79,4.23,3,7,5
17121,1.1,Premium,F,VS1,60.9,61.0,7762,6.7,6.64,4.06,5,5,4
17122,1.05,Ideal,E,VS1,62.6,57.0,7762,6.5,6.44,4.05,5,6,5
17123,1.0,Premium,G,VVS2,61.6,61.0,7762,6.38,6.35,3.92,6,4,4
17124,1.56,Premium,J,VS2,61.7,58.0,7763,7.41,7.46,4.59,4,1,4
17125,1.52,Premium,H,SI2,62.0,58.0,7764,7.37,7.34,4.56,2,3,4
17126,1.51,Premium,I,SI2,62.7,55.0,7766,7.37,7.28,4.59,2,2,4
17127,1.38,Ideal,F,SI2,62.0,58.0,7767,7.12,7.17,4.43,2,5,5
17128,1.07,Very Good,E,VS1,62.0,60.0,7768,6.49,6.58,4.05,5,6,3
17129,1.2,Ideal,H,VS1,62.3,54.0,7768,6.78,6.86,4.25,5,3,5
17130,1.01,Good,E,VVS2,64.3,58.0,7769,6.34,6.28,4.06,6,6,2
17131,1.77,Ideal,J,SI2,62.0,56.0,7771,7.78,7.74,4.81,2,1,5
17132,1.49,Very Good,G,SI2,62.5,58.0,7773,7.2,7.26,4.52,2,4,3
17133,1.42,Ideal,J,VVS2,61.9,55.0,7773,7.19,7.24,4.47,6,1,5
17134,1.5,Very Good,H,SI2,61.3,59.0,7774,7.38,7.41,4.53,2,3,3
17135,1.5,Very Good,H,SI2,62.3,60.0,7775,7.28,7.22,4.52,2,3,3
17136,1.61,Very Good,I,SI2,60.9,63.0,7775,7.54,7.5,4.58,2,2,3
17137,1.06,Ideal,F,VS2,61.1,57.0,7776,6.6,6.57,4.03,4,5,5
17138,1.0,Very Good,E,VVS2,61.9,61.0,7777,6.38,6.42,3.96,6,6,3
17139,1.03,Premium,E,VS1,62.4,58.0,7778,6.41,6.5,4.03,5,6,4
17140,1.02,Very Good,E,VS1,60.1,59.0,7779,6.48,6.53,3.91,5,6,3
17141,1.34,Premium,G,VS2,61.0,60.0,7780,7.13,7.07,4.33,4,4,4
17142,1.51,Ideal,H,SI1,61.7,56.0,7780,7.25,7.18,4.45,3,3,5
17143,1.08,Ideal,F,VS2,61.0,57.0,7781,6.61,6.68,4.06,4,5,5
17144,1.12,Premium,F,VS1,62.1,60.0,7781,6.62,6.58,4.1,5,5,4
17145,1.22,Ideal,G,VS2,62.0,55.0,7783,6.83,6.87,4.25,4,4,5
17146,1.01,Very Good,D,VS1,63.1,56.0,7785,6.38,6.33,4.01,5,7,3
17147,1.26,Very Good,D,SI1,59.9,59.0,7785,7.02,7.14,4.24,3,7,3
17148,1.01,Premium,D,VS1,61.1,61.0,7785,6.46,6.4,3.93,5,7,4
17149,1.21,Good,F,VS2,63.5,55.0,7786,6.71,6.77,4.28,4,5,2
17150,1.21,Very Good,H,VS1,62.8,54.4,7786,6.78,6.81,4.26,5,3,3
17151,1.21,Very Good,G,VS2,62.0,58.0,7787,6.73,6.82,4.2,4,4,3
17152,1.06,Ideal,E,VS2,61.8,55.0,7788,6.59,6.51,4.05,4,6,5
17153,1.21,Ideal,H,IF,61.0,57.0,7789,6.79,6.89,4.17,8,3,5
17154,1.06,Ideal,G,VS1,61.2,56.0,7790,6.56,6.62,4.03,5,4,5
17155,1.01,Ideal,D,VS2,62.7,57.0,7792,6.39,6.36,4.0,4,7,5
17156,1.01,Ideal,F,VS1,60.7,57.0,7792,6.52,6.49,3.95,5,5,5
17157,1.21,Ideal,G,VS2,61.2,57.0,7792,6.9,6.85,4.21,4,4,5
17158,1.21,Premium,G,VS2,61.5,58.0,7792,6.84,6.81,4.2,4,4,4
17159,1.01,Premium,F,VS1,61.4,60.0,7792,6.45,6.39,3.94,5,5,4
17160,1.05,Very Good,D,VS2,59.7,58.0,7794,6.56,6.63,3.94,4,7,3
17161,1.2,Premium,G,VS2,58.2,59.0,7795,7.04,6.95,4.07,4,4,4
17162,1.09,Ideal,E,VS2,60.6,58.0,7796,6.66,6.7,4.05,4,6,5
17163,1.53,Very Good,I,SI1,63.1,56.0,7797,7.32,7.26,4.6,3,2,3
17164,1.02,Premium,G,VVS1,63.0,58.0,7797,6.43,6.4,4.04,7,4,4
17165,1.19,Premium,G,VS1,61.2,55.0,7797,6.86,6.81,4.18,5,4,4
17166,1.7,Premium,I,SI1,59.8,59.0,7797,7.72,7.7,4.61,3,2,4
17167,1.23,Very Good,D,SI1,59.7,58.0,7799,6.96,7.02,4.17,3,7,3
17168,1.02,Good,G,VVS2,63.1,59.0,7800,6.38,6.45,4.05,6,4,2
17169,1.24,Premium,G,VS1,62.0,59.0,7800,6.92,6.88,4.28,5,4,4
17170,1.29,Premium,H,VS2,60.7,61.0,7802,7.1,7.01,4.28,4,3,4
17171,1.72,Ideal,E,I1,62.2,55.0,7802,7.7,7.67,4.78,1,6,5
17172,1.23,Ideal,H,VS1,60.6,57.0,7803,6.94,6.98,4.22,5,3,5
17173,1.01,Ideal,G,VVS1,61.7,57.0,7805,6.42,6.39,3.95,7,4,5
17174,1.01,Ideal,G,VVS2,62.4,59.0,7806,6.34,6.41,3.98,6,4,5
17175,1.21,Ideal,G,VS2,62.0,56.0,7806,6.87,6.77,4.23,4,4,5
17176,1.13,Ideal,G,VS1,61.0,56.4,7808,6.7,6.75,4.1,5,4,5
17177,1.56,Ideal,J,VS2,62.4,57.0,7809,7.39,7.46,4.63,4,1,5
17178,1.21,Ideal,H,SI1,60.7,57.0,7810,6.85,6.89,4.17,3,3,5
17179,1.21,Ideal,H,SI1,60.9,56.0,7810,6.89,6.94,4.21,3,3,5
17180,1.59,Premium,J,VS2,62.6,59.0,7811,7.43,7.45,4.66,4,1,4
17181,1.21,Ideal,H,VS1,62.4,53.0,7811,6.83,6.86,4.27,5,3,5
17182,1.0,Premium,D,VS1,62.1,55.0,7812,6.41,6.34,3.96,5,7,4
17183,1.51,Very Good,J,SI1,60.9,59.0,7812,7.33,7.41,4.49,3,1,3
17184,1.12,Ideal,F,SI1,61.7,56.0,7812,6.64,6.68,4.11,3,5,5
17185,1.0,Premium,D,VS1,62.7,62.0,7812,6.23,6.21,3.9,5,7,4
17186,1.57,Very Good,J,VS2,62.6,60.0,7813,7.34,7.41,4.62,4,1,3
17187,1.09,Ideal,E,VS2,62.1,57.0,7813,6.62,6.56,4.09,4,6,5
17188,1.09,Premium,E,VS2,61.6,59.0,7813,6.62,6.54,4.05,4,6,4
17189,1.01,Ideal,G,VS2,62.1,59.0,7814,6.39,6.43,3.98,4,4,5
17190,1.13,Very Good,G,VS1,60.7,57.0,7815,6.68,6.72,4.07,5,4,3
17191,1.34,Premium,H,VS2,62.3,60.0,7816,7.05,7.02,4.38,4,3,4
17192,1.22,Premium,H,VS1,62.5,59.0,7816,6.85,6.79,4.26,5,3,4
17193,1.03,Premium,E,VS1,59.6,59.0,7817,6.59,6.57,3.92,5,6,4
17194,1.41,Premium,F,SI2,62.7,56.0,7817,7.21,7.15,4.5,2,5,4
17195,1.14,Ideal,F,VS2,61.9,57.0,7819,6.67,6.7,4.13,4,5,5
17196,1.5,Fair,J,VS1,60.1,61.0,7819,7.25,7.3,4.37,5,1,1
17197,1.01,Premium,E,VS1,62.0,59.0,7821,6.38,6.42,3.97,5,6,4
17198,1.01,Premium,E,VS1,60.8,59.0,7821,6.42,6.46,3.92,5,6,4
17199,1.51,Premium,J,SI1,59.9,60.0,7822,7.46,7.41,4.45,3,1,4
17200,1.51,Very Good,H,SI2,62.3,58.0,7823,7.29,7.25,4.53,2,3,3
17201,1.11,Ideal,F,VS2,61.9,55.0,7823,6.62,6.66,4.11,4,5,5
17202,1.26,Ideal,F,SI1,61.4,56.0,7824,6.99,6.93,4.27,3,5,5
17203,1.05,Good,E,VS1,63.1,59.0,7826,6.45,6.49,4.08,5,6,2
17204,1.21,Ideal,F,VS2,62.6,55.0,7826,6.8,6.75,4.24,4,5,5
17205,1.21,Very Good,F,VS2,63.3,58.0,7826,6.73,6.67,4.24,4,5,3
17206,1.21,Very Good,F,VS2,63.5,58.0,7826,6.76,6.73,4.28,4,5,3
17207,1.12,Premium,G,VS1,62.2,59.0,7827,6.61,6.58,4.1,5,4,4
17208,1.12,Ideal,G,VS1,62.2,56.0,7827,6.71,6.67,4.16,5,4,5
17209,1.29,Good,F,SI1,63.8,60.0,7828,6.9,6.86,4.39,3,5,2
17210,1.57,Very Good,J,VS2,60.2,59.0,7832,7.53,7.61,4.56,4,1,3
17211,1.57,Very Good,J,VS2,62.6,59.0,7832,7.39,7.43,4.64,4,1,3
17212,1.5,Fair,H,SI1,66.1,57.0,7832,7.06,6.98,4.64,3,3,1
